Brand_Reg,Model_No
TEAC,LEV2492FHD
SAMSUNG ELECTRONICS,HG55AB890XW
TEAC,LE32G6FHD
SAMSUNG ELECTRONICS,PS51F5000AM
SAMSUNG ELECTRONICS,UA40F6700AM
SAMSUNG ELECTRONICS,UA55F6700AM
SAMSUNG ELECTRONICS,UA46F6800AM
SAMSUNG ELECTRONICS,UA46F5500AM
SAMSUNG ELECTRONICS,UA46F5300AM
JVC,LT-50N530Z
SAMSUNG ELECTRONICS,UA32F6300AM
SAMSUNG ELECTRONICS,PS64F5500AM
SAMSUNG ELECTRONICS,PS60F5500AM
LG,42LT360C-TA
SAMSUNG ELECTRONICS,HG32AD690DW
GVA,GVALED26C 
SAMSUNG ELECTRONICS,UA40H4200AW
LG,26LV2510-TB
CHANGHONG,E24M450PV
CHANGHONG,E24M450PA
CHANGHONG,E24M450PB
CHANGHONG,E24M450PC
CHANGHONG,E24M450PD
CHANGHONG,E24M450PV-NC
CHANGHONG,E24M450PV-NE
LG,39LY540H-TA
LG,50PV250-TB
LG,47LY541H-TA
LG,55LM7600-TA
SONIQ,U65TX14A-AU
SONIQ,U65TX14A-NZ
TCL,L24D2710
TCL,L24D2700
LG,32LD462C-TA
HISENSE,HL46T28PZL
LG,47LS4600-TA
LG,42LS4600-TA
HISENSE,HL19K15L
LG,50PM4700-TA
LG,47LD462C-TA
LG,32LD352C-TA
LG,72LZ9700-TA
Metz,Sirius 37 LED 100 twin R
LG,32LS5700-TB
CHANGHONG,P50M200TD
CHANGHONG,P50M200TA
CHANGHONG,P50M200TB
CHANGHONG,P50M200TC
CHANGHONG,P50M200TD-NC
LG,M2380DFM
CHANGHONG,E42L350FD
CHANGHONG,E42L350FA
CHANGHONG,E42L350FB
CHANGHONG,E42L350FC
CHANGHONG,E42L350FG
CHANGHONG,E42L350FE
CHANGHONG,E42L350FH
CHANGHONG,E42L350FD-NC
CHANGHONG,E42L350FD-NE
CHANGHONG,CHL3255B-NE
CHANGHONG,CHL3255B-NF
CHANGHONG,CHL3255B-NG
CHANGHONG,CHL3255B-NH
CHANGHONG,E46L350FD
CHANGHONG,E46L350FA
CHANGHONG,E46L350FB
CHANGHONG,E46L350FC
CHANGHONG,E46L350FE
CHANGHONG,E46L350FG
CHANGHONG,E46L350FH
CHANGHONG,E46L350FD-NA
CHANGHONG,E46L350FD-NE
CHANGHONG,E32L350FD
CHANGHONG,E32L350FA
CHANGHONG,E32L350FB
CHANGHONG,E32L350FC
CHANGHONG,E32L350FE
CHANGHONG,E32L350FG
CHANGHONG,E32L350FP
CHANGHONG,E32L350FD-NA
CHANGHONG,E32L350FD-NE
LG,55LY541H-TA
Skyworth,55E66A
Schaub Lorenz,SL 42-5 LED-100
CHANGHONG,E55L350FD
CHANGHONG,E55L350FA
CHANGHONG,E55L350FB
CHANGHONG,E55L350FC
CHANGHONG,E55L350FD
CHANGHONG,E55L350FG
CHANGHONG,E55L350FH
CHANGHONG,E55L350FD-NA
CHANGHONG,E55L350FD-NE
Changhong,LED29A6500DV*
Kogan,KGN1080PPRO26VDA
Kogan,LC-26A40(DVB-T+DVD)
Kogan,LC-26A40(DVB-T )
Kogan,LC-26A40(DVB-T CI)
Kogan,LC-26A31(DVB-T+DVD)
Kogan,LC-26A31(DVB-T )
Kogan,LC-26A50(DVB-T+DVD)
Kogan,LC-26A50(DVB-T)
Kogan,LC-26A51(DVB-T+DVD)
Kogan,LC-26XXXXX(DVB-T)(Where X would be any Arabian numeral or LCtter or blank)
KOGAN,KALED19XXXZA
PENDO,PNDLHDU18
Dick Smith,GE6871
LG,32LV355H-TA
PHILIPS,26HFL4007D/10
PHILIPS,32HFL3117D/10
PHILIPS,42HFL3117D/10
HISENSE,HL24T28PL
HISENSE,HL55V89PZ
TEAC,LE5851FH3D
GVA,GVA27LEDC 
SHARP,LC-60LE950X
SHARP,LC-60LE951X
HISENSE,HL42V86P
SHARP,LC-40LE355X
LG,60LA6430-TA
TCL,L65F3500FDS
HISENSE,HL24K20D
HISENSE,HL32K20D
TCL,L24E4100F
LG,55LV3730-TD
HISENSE,HL24K15PL
TEAC,LEV1994HD
LG,42LP360H-TA
SAMSUNG ELECTRONICS,UA55ES8000M
TEAC,LE5094FH3D
SAMSUNG ELECTRONICS,UA60F6300AM
SAMSUNG ELECTRONICS,UA60F8000AM
LG,26LK335H-TB
LG,26LH200C-TA
PHILIPS,22HFL4007D/10
CHANGHONG,LED3207B
CHANGHONG,LED3207BA
CHANGHONG,LED3207BC
CHANGHONG,LED3207BD
PHILIPS,32HFL4007D/10
NUOVO,NUO32HDLED3D
Dick Smith,GE6876
TCL,L40S4690FS
SONIQ,E19Z10A-AU
CHANGHONG,CHP5063A
CHANGHONG,CHP5063AB
CHANGHONG,CHP5063AC
CHANGHONG,CHP5063AD
AWA,LC-16G78
AWA,LC-16G78(DVB-T)
AWA,LC-16A40(DVB-T)
AWA,LC-16A58(DVB-T)
AWA,LC-16A50(DVB-T)
AWA,LC-16A51(DVB-T)
Changhong,LED46C2000
LG,42LV5500-TA
SHARP,LC-40L500X
KOGAN,KALED32DVDZA
LG,55LV5500-TA
HISENSE,HL32K15L
LG,32LE3300-TA
senzu,1900SE-A101
senzu,2200SE-A101
LG,60PX950-AA
Sphere,215FHDLED
BAUHN,ATV58-615
LG,70LA8610-TA
HISENSE,HL24V86P
SAMSUNG ELECTRONICS,UA88JS9500W
Palsonic,TFTV558LED
Kogan,KGN1080P46VAA
Kogan,KGN1080P46VAB
Kogan,LC-46A58
LG,22LD320H-TA
LG,47LE5310-TC
EI8HT,MTV-2401A
LG,22LE6500-TA
LG,42LM6690-TC
LG,42LE4500-TA
LG,26LE6500-TA
LG,22CS460-TA
CHANGHONG,CHP5020A
CHANGHONG,CHP5020AB
CHANGHONG,CHP5020AC
CHANGHONG,CHP5020AD
LG,42LD320H-TA
dick smith,GE6610
LG,37LD320H-TA
LG,26LD320H-TA
LG,32LS4600-TA
LG,47LM6200-TA
SAMSUNG ELECTRONICS,UA55JU6600W
LG,60PZ850-TA
HISENSE,65K390PAD
LG,22LD320H-TB
LG,55LW5700-TA
LG,22LV2530-TD
pangoo,LC-19A78V
pangoo,KGNPRO19VBA
pangoo,KGNPRO19VDA
LG,55LW9500-TA
LG,60PZ570-TB
dick smith,GE6604
Viano,LCD37HD
CHANGHONG,LED4207B
CHANGHONG,LED4207BA
CHANGHONG,LED4207BC
CHANGHONG,LED4207BD
HISENSE,HL47V87PZ
LG,26LD320H-TB
LG,42LV355C-TA
HISENSE,HL40V87P
LG,60PV250-TB
LG,37LD462C-TA
LG,42LD462C-TA
LG,22LD352C-TA
Kogan,KGPRO19VBA
Kogan,LC-19A78V
Skyworth,42E360
SONIQ,L26V10A-AU
Kogan,KGN1080P42VAA
Kogan,LC-42A58
Kogan,LC-42A50
Kogan,LC42A40
LG,55LE7500-TA
Changhong,LED40D1050
LG,55LA9700-TA
LG,60LN549E-TA
TEAC,LE23A86FHD
SAMSUNG ELECTRONICS,HG65AC890XW
LG,65LA9650-TA
SHARP,LC-70UD1X
LG,84LA9800-TA
SAMSUNG ELECTRONICS,UA78HU9000W
Audiosonic,T2401
TEAC,LE3293HD
CELESTIAL,LT2283A
CELESTIAL,LT2283B
CELESTIAL,LT2283C
CELESTIAL,LT2283D
CELESTIAL,LT2283AC
CELESTIAL,LT2283AB
CELESTIAL,LT3283A
CELESTIAL,LT3283B
CELESTIAL,LT3283AB
CELESTIAL,LT3283AC
CELESTIAL,LT3283AD
WINTAL,DVBT702HD
CHANGHONG,E32M550DV
CHANGHONG,E32M550DA
CHANGHONG,E32M550DB
CHANGHONG,E32M550DC
CHANGHONG,E32M550DH
CHANGHONG,E32M550DV
BAUHN,ATV-50FHD4 
TCL,L40F3520FS
TCL,L39E5390FE
Changhong,LED29A6500DV
LG,55LA9650-TA
WINTAL,PD1200HD
TCL,L55E5510FDS
TCL,L40E3020F
TCL,L32F1520
TCL,L32E2000
Metz,Linus 42 LED 200 CTS2 Z
Metz,Linus 37 LED 200 CTS2 Z
Metz,Linus 32 LED 200 CTS2 Z
Metz,Axio pro 42 LED 200 CTS2 Z
Metz,Axio pro 37 LED 200 CTS2 Z
Metz,Caleo 37 LED 100 twin R
Metz,Linus 37 LED 100 twin Z
Schaub Lorenz,SL 46-5 LED-100
Schaub Lorenz,SL 55-5 LED-100
Metz,Primus 42 LED 200 twin R
Metz,Linus 32 LED 100 twin Z
Metz,Linus 42 LED 100 twin Z
Metz,Caleo 47 LED 100 twin R
SAMSUNG ELECTRONICS,UA55HU7000W
WINTAL,22LCD11FHD
LG,42LK455C-TA
WINTAL,42LCD11FHD
PHILIPS,32HFL3010W/12
TCL,L39F1520
TCL,L39E2000
TCL,L55F3300FS
Sphere,215FHDLEDA
TCL,L55F3500FDS
TCL,L50E5510FDS
TCL,L40E5510FDS
ONIX,ON3200DV
ONIX,ON2200DV
LG,55LA6910-TB
LG,42LA6910-TB
KOGAN,KALED473DSMTZA
SAMSUNG ELECTRONICS,UA65F9000AM
RANK ARENA,SV-1501SDVD
Palsonic,TFTV608LED
Kogan,KALED24DVDVB
LG,32LT650H-TA
Changhong,LED32C2100
GVA,GVALEDJ15
Changhong,LED50C2000
Changhong,LED28C2000
LG,55EA8800-TF
Changhong,LED32C2000
Changhong,3D55B4500i
PHILIPS,47HFL7007D/10
Skyworth,50E58
PHILIPS,26HFL3008W/12
PHILIPS,26HFL3008D/12
PHILIPS,32HFL3008D/12
PHILIPS,39HFL3008D/12
PHILIPS,42HFL7007D/10
TCL,L32E3020
GVA,GVAFLED22J
Kogan,KGN1080P32VBA
Kogan,LC-32A58
Kogan,LC-32A50
Kogan,LC32A40
HISENSE,HLUD84XT900
PHILIPS,40HFL5008D/12
PHILIPS,26HFL5008D/12
PHILIPS,32HFL5008D/12
SONIQ,E40W13C-AU
HISENSE,HL39K360PZL3D
PHILIPS,55HFL5007D/10
HISENSE,HL39K160PL
LG,47LN549E-TA
SAMSUNG ELECTRONICS,UA65ES8000MXXY
SAMSUNG ELECTRONICS,PS64F8500AM
SAMSUNG ELECTRONICS,UA50EH6000MXXY
SAMSUNG ELECTRONICS,UA60EH6000MXXY
SAMSUNG ELECTRONICS,UA55EH6000MXXY
SAMSUNG ELECTRONICS,UA55EH6000MXRD
SAMSUNG ELECTRONICS,UA32ES6200MXXY
SAMSUNG ELECTRONICS,PS64E8000GMXXY
SAMSUNG ELECTRONICS,PS60E8000GM
BAUHN,ATV-50FHD3 
Skyworth,58E38A
Skyworth,58E38
Dick Smith,GE6875
Blaupunkt,BP4820FHD
SAMSUNG ELECTRONICS,UA46F7100AM
SAMSUNG ELECTRONICS,UA55F6100AM
Changhong,LED50B2500ic
Changhong,LED39B2500ic
SAMSUNG ELECTRONICS,UA19F4000AM
SAMSUNG ELECTRONICS,UA32F6100AM
SAMSUNG ELECTRONICS,UA55F8000AM
SAMSUNG ELECTRONICS,UA55F6800AM
SAMSUNG ELECTRONICS,UA50F6800AM
SAMSUNG ELECTRONICS,UA46F7500BM
SAMSUNG ELECTRONICS,UA46F6400AM
RANK ARENA,SV-15J2SE
TCL,L50E3000FS
TEAC,LE5091FHD
Palsonic,TFTV4055FL
Palsonic,TFTV4055M
TCL,U40E5800FS
Palsonic,TFTV3925FL
TCL,U65E5691FDS
TCL,L55S4690FS
TCL,L55S4610FS
LG,65UC970T-TA
Tecovision,LED32BHRLDBD
SONIQ,P50E11A-AU
Skyworth,42E66A
SAMSUNG ELECTRONICS,HG40AC690DW
AKAI,AK40LE 
SAMSUNG ELECTRONICS,UA48HU8500W
LG,60LM9600-TA
LG,22MT55D
HISENSE,40D50P
Changhong,LED29A6500*
LG,37LD320H-TB
LG,26LT640H-TA
Metz,Linus 37 LED 200 Media twin Z
Philips,50PFL5008D/79
LG,50PA4500-TM
LG,26LT360C-TA
Panasonic,TH-60CS610A
LG,32LK335H-TB
PENDO,PNDLHDU24^
LG,47LM7600-TA
LG,50PM9700-TA
LG,79UF770V-TB
SAMSUNG ELECTRONICS,UA48H5500AW
LG,42LM6700-TA
LG,55LM6200-TA
LG,47LS5700-TB
LG,50PA6500-TF
LG,37LK455H-TA
TCL,U58E6800FDS
TCL,U65E6800FDS
LG,42LB6310-TC
HISENSE,24D33
Schaub Lorenz,SL 32-5 LED-100
Metz,Axio pro 32 LED 200 CTS2 Z
Metz,Linus 42 LED 200 Media twin Z
BAUHN,ATV-24LEC2
VISION,VS32LEDDVDP
Kogan,KGN1080PPRO32VDA
Kogan,LC-32A40(DVB-T+DVD)
Kogan,LC-32A40(DVB-T )
Kogan,LC-32A50(DVB-T+DVD)
Kogan,LC-32A58(DVB-T+DVD)
Kogan,LC-32A58(DVB-T)
Kogan,LC-32A38(DVB-T+DVD)
Kogan,LC-32A38(DVB-T)
Kogan,LC-32A62(DVB-T+DVD)
Kogan,LC-32A62(DVB-T)
SAMSUNG ELECTRONICS,UA40JU6000S
SAMSUNG ELECTRONICS,UA40JU6000W
LG,32LV355C-TA
VISION,VS47LEDP
VISION,VS47LEDPD
Kogan,KGN1080P40VDA
Kogan,LC-40A50(DVB-T )
Kogan,LC-40A50(DVB-T CI)
Kogan,LC-40A50(DVB-T+DVD)
Kogan,LC-40A31(DVB-T+DVD)
Kogan,LC-40A31(DVB-T )
Kogan,LC-40A50(DVB-T+DVD)
Kogan,LC-40XXXXX(DVB-T+DVD)
Kogan,LC-40XXXXX(DVB-T)(Where X would be any Arabian numeral or LCtter or blank)
SAMSUNG ELECTRONICS,KA55S9CAM
Kogan,KGN1080PPRO22VBA
Kogan,LC-22A78D(DVB-T)
Kogan,LC-22A78D(DVB-T+DVD)
Kogan,LC-22A50(DVB-T)
Kogan,LC-22A50(DVB-T+DVD)
Kogan,LC-22A41(DVB-T)
Kogan,LC-22A41(DVB-T+DVD)
Kogan,LC-22A40(DVB-T)
Kogan,LC-22A40(DVB-T+DVD)
Kogan,LC-22A51(DVB-T)
SONIQ,P51E12A-AU
KOGAN,KALED42XXXZA
KOGAN,KALED42XXXZA
LG,37LT650H-TA
WINTAL,13LED12HD
PHILIPS,47HFL5007D/10
Changhong,LED40C2700
Viano,LEDTV15DVD
Skyworth,32E36
Blaupunkt,BP2820HDV
SAMSUNG ELECTRONICS,HG32AD450SW
SHARP,LC-60LE640X
SHARP,LC-80LE940X
SHARP,LC-52LE840X
SHARP,LC-46LE840X
GVA,GVALED32D
SHARP,LC-40M500X
SHARP,LC-32M400X
SHARP,LC-60LE835X
SHARP,LC-52LE835X
SHARP,LC-40LE835X
SHARP,LC-32LE430X
SHARP,LC-24LE430X
SHARP,LC-32LE430X
SHARP,LC-60LE630X
SHARP,LC-46LE530X
SHARP,LC-32M400X
SHARP,LC-40M500X
SHARP,LC-52LE830X
SHARP,LC-46LE830X
SHARP,LC-40LE830X
SHARP,LC--19LE520X-BK
SHARP,LC--22LE520X-BK
SHARP,LC-40L650X
SHARP,LC-40L550X
SHARP,LC-60LE925X
SHARP,LC-32L450X
SAMSUNG ELECTRONICS,UA55ES7100MXXY
KOGAN,KALED19XXXZB
SHARP,LC-32L400X
LG,55LY750H-TA
LG,60LB5610-TC
TCL,L28D2710
TCL,L28D2700
Changhong,3D42A4000i
LG,49LF5500-TA
TCL,L23F3380
LG,47LM8600-TA
Changhong,LED40D2200
Magnavox,L22AO
RANK ARENA,RALD66COMBO
KOGAN,KALED24DVDVA
TCL,U50E5691FDS
Sphere,TS315LED
Blaupunkt,BP4020FHD
TEAC,LEV2494FHD
LG,47LY755H-TA
SAMSUNG ELECTRONICS,UA32H4500AS
GVA,GVADLED39
BAUHN,ATV-BA32DVB
BAUHN,ATV-BA32DVW
BAUHN,ATV32-715
SHARP,LC-70LE660X
SHARP,LC-60LE660X
LG,29MA73D
LG,42LF5500-TA
LG,27MT57D
LG,42LS5700-TB
LG,42LM7600-TA
SAMSUNG ELECTRONICS,UA46ES7100MXXY
Blaupunkt,BP3220HDV
KOGAN,KALED19XXXVA
Viano,LTV19DHD
TCL,L50S5600FS
TCL,L50S5610FS
TCL,L23F3300
KOGAN,KALED32XXXZB
TEAC,LEB3298FHD
LG,27MT55D
LG,55UB950T-TA
Changhong,LED43D2200
TEAC,LEV29G75HD
LG,60LB650V-TA
LG,55EA880T-TC
LG,60LB6500-TA
pangoo,LE-24S600F
pangoo,LE-24A31
Loewe,Individual 55 52403x41
LG,65UB950T-TA
HISENSE,HL55K21PZDL
HISENSE,HLUD58XT880
Sony,KD-55X8504A
BAUHN,ATV-195LEDCB
BAUHN,ATV-195LEDCW
SAMSUNG ELECTRONICS,PS60F8500AM
Panasonic,TH-65CS610A
KOGAN,KDL46MS95AD
KOGAN,KALED463D1A
SAMSUNG ELECTRONICS,UA22H5000AW
SAMSUNG ELECTRONICS,PS60E531A6MXRD
SAMSUNG ELECTRONICS,PS51E531A6MXXY
SAMSUNG ELECTRONICS,PS51E531A6MXRD
SAMSUNG ELECTRONICS,HG46AB890XW
SAMSUNG ELECTRONICS,UA65HU8500W
pangoo,LE-32S600F
pangoo,LE-32A31
GVA,GVAPLED22 
GVA,GVAPLED22C
VISION,VS22LEDDVDP3
LG,60LY340C-TA
SONIQ,KDL46MS95A
SONIQ,E46Z11A
Sony,KDL-48W700C
SAMSUNG ELECTRONICS,HG65AB890XW
BEXA,BXE4013NZ
BEXA,BXE4013AU
Changhong,LED28C1000DV
SAMSUNG ELECTRONICS,UA65F8000AM
SAMSUNG ELECTRONICS,UA60F7100AM
PHILIPS,42HFL5007D/10
Sony,KDL-65W850A
PHILIPS,24HFL3008D/12
PHILIPS,24HFL3008W/12
PHILIPS,47HFL7008D/12
PHILIPS,42HFL7008D/12
PHILIPS,55HFL5008D/12
PHILIPS,46HFL5008D/12
INSIDE,MI-1330
LG,55LY751H-TA
KOGAN,KALED32SMTZA
LG,79UB980T-TA
LG,65LF631V-TB
JVC,LT-48N530A
CHANGHONG,P50M100TD
Changhong,LED19C1000
JVC,LT-55N730A
CHANGHONG,P42M100TD
CHANGHONG,P42M100TA
CHANGHONG,P42M100TB
CHANGHONG,P42M100TD-NC
SAMSUNG ELECTRONICS,UA60F6100AM
LG,55EA8800-TC
SAMSUNG ELECTRONICS,UA55F8500AM
NEONIQ,N5018C
CONIA,CE4001FHDR
SAMSUNG ELECTRONICS,UA55F7100AM
SAMSUNG ELECTRONICS,PS51F8500AM
Changhong,LED24C1000
CHANGHONG,L55M300**
Changhong,LED22C1000
JVC,LT-24ND33A
SAMSUNG ELECTRONICS,PS51F4500AM
SAMSUNG ELECTRONICS,UA28F4000AM
SAMSUNG ELECTRONICS,UA75F6400AM
SAMSUNG ELECTRONICS,UA65F6400AM
SAMSUNG ELECTRONICS,UA50F6300AM
SAMSUNG ELECTRONICS,UA46F6100AM
SAMSUNG ELECTRONICS,UA40F6800AM
SAMSUNG ELECTRONICS,UA40F6100AM
SAMSUNG ELECTRONICS,UA60F6400AM
SHARP,LC-32LE355X
SAMSUNG ELECTRONICS,UA55F7500BM
LG,55LB6310-TC
SAMSUNG ELECTRONICS,UA55F6300AM
SAMSUNG ELECTRONICS,UA75F8000AM
SAMSUNG ELECTRONICS,UA50F6700AM
SAMSUNG ELECTRONICS,UA50F6400AM
SAMSUNG ELECTRONICS,UA50F5500AM
LG,47LB6310-TC
SAMSUNG ELECTRONICS,UA50F5000AM
LG,42LV3300-TG
SAMSUNG ELECTRONICS,UA46F6700AM
JVC,LT-40N530A
senzu,SU40SE-W13AAU
senzu,SU40SE-W13ANZ
BAUHN,ATV-24LEC3
TCL,L32F3520S
SHARP,LC-32LE355X
TEAC,LE3990FHD
KOGAN,KALED16XXXVA
LG,50PB6600-TE
HISENSE,HL58K330PZL
VERA,NM020-34LED
VERA,NM020-34LED-SB
Medion,MD 30727AUS-A
TCL,L28B2500
TCL,L48B2600F
LG,47LB5820-TB
SAMSUNG ELECTRONICS,HG32AC690DW
LG,42LB6700-TA
SAMSUNG ELECTRONICS,UA40F6400AM
LG,42LY751H-TA
SAMSUNG ELECTRONICS,UA40F6300AM
LG,50PB560B-TA
SAMSUNG ELECTRONICS,UA40F5500AM
SAMSUNG ELECTRONICS,UA40F5300AM
SAMSUNG ELECTRONICS,UA32F6400AM
SAMSUNG ELECTRONICS,UA32F5500AM
BAUHN,ATV-55FHDED
SAMSUNG ELECTRONICS,UA32F5300AM
SAMSUNG ELECTRONICS,PS64F5000AM
SAMSUNG ELECTRONICS,PS60F5000AM
SAMSUNG ELECTRONICS,PS51F5500AM
Dick Smith,GE7104
SAMSUNG ELECTRONICS,UA32EH4003MXRD
WINTAL,19LED14HD
SAMSUNG ELECTRONICS,UA50ES6200M
LG,32LB5610-TC
LG,28MT45D
LG,24MT45D
SAMSUNG ELECTRONICS,UA55H6500AN
Sphere,TS236LED
LG,55EA9700-TA
SAMSUNG ELECTRONICS,HG48AC460KW
SAMSUNG ELECTRONICS,UA75ES9000MXXY
KOGAN,KALED42XXXZC
TCL,L39B2600
TEAC,LET3996FHD
LG,32LB5820-TB
SONIQ,E55V13A-AU
SAMSUNG ELECTRONICS,HG40AC460KW
Sphere,236FHDLEDA
Dick Smith,GE7101
LG,29MT45D
LG,24MT55D
SAMSUNG ELECTRONICS,UA60H6400AW 
SAMSUNG ELECTRONICS,UA65H6400AW 
TCL,U75H9510FDS
Sphere,TS195LED
LG,47LB5610-TC
VERA,NM020-47LED
Sony,KDL-65W850C
BAUHN,ATV-BA15DVC
LG,60LM6450-TA
LG,M2232D
SHARP,LC-60LE940X
LG,M2431D
LG,M2752D
Metz,Axio pro 26 LED Media Z
LG,M2452D
LG,M2252D
HISENSE,HL65K560PZLN3D
HISENSE,HL55XT710PZLN3D
LG,32LK457C-TA
LG,32LT640H-TA
LG,42LM6400-TA
HISENSE,HL39V78P
HISENSE,HL39K300PL
HISENSE,HL42K300PL
LG,47LM6400-TA
FIRETAIL,LE-2230DVD
LG,37LT360C-TA
LG,32LM3400-TB
Digitel+,ET22SA6DA
Digitel+,ET16SA6DA
Digitel+,LT32S16DA
LG,55LM9600-TA
LG,60PM9700-TA
LG,60PM6900-TE
LG,50PM6900-TE
LG,32CS460-TA
LG,26CS460-TA
LG,42PM4700-TA
LG,55LM8600-TA
LG,60PM6700-TD
CHANGHONG,E19M750**
LG,50PM6700-TD
LG,42PA4500-TF
LG,50PA4500-TF
LG,60PA6500-TF
LG,42LM5800-TC
CHANGHONG,E22M750**
TCL,U50E5800FS
SAMSUNG ELECTRONICS,UA32J5500AW
SAMSUNG ELECTRONICS,UA48JU7000W
PHILIPS,32HFL5010T/12
PHILIPS,40HFL3010T/12
LG,49LB5510-TC
LG,32LY540H-TA
KOGAN,KALED28XXXZA
Panasonic,TH-50CX740A
Panasonic,TH-50CX700A
LG,60PB6600-TE
LG,32LB563B-TD
PHILIPS,55PUT6800/79
LG,22LS3500-TB
LG,42CS460-TA
LG,72LM9500-TA
LG,55LY540H-TA
Viano,LEDTV15HD
PHILIPS,42HFL3008D/12
TCL,U55E5691FDS
LG,47LY750H-TA
LG,26LS3500-TB
LG,42LY750H-TA
SAMSUNG ELECTRONICS,UA22ES5000M
LG,55LB5610-TC
LG,50LB5610-TC
TEAC,LEB4098FHD
Skyworth,32E66A
SONY,KD-65X9000B
LG,47LY340C-TA
HISENSE,50K20P
BEXA,24LE02
BEXA,BXE2413AU
LG,42LY340C-TA
SONIQ,E40W13A-AU
SAMSUNG ELECTRONICS,HG48AD890UK
Dick Smith,GE6872
JVC,LT-24ND34Z
LG,42LB5510-TC
KOGAN,KALED19DVDZB
SAMSUNG ELECTRONICS,PA60H5000AW
LG,32LY340C-TA
Viano,LTV32HD
SAMSUNG ELECTRONICS,UA32H5500AW
LG,65LB7500-TE
SAMSUNG ELECTRONICS,UA40H5500AW
LG,32LB6500-TH
LG,55LB6700-TA
BAUHN,ATV-50FHD5
KOGAN,KALED24DVDZA
SAMSUNG ELECTRONICS,HG40AC670CW
SAMSUNG ELECTRONICS,HG32AC670AW
LG,70LB6560-TA
LG,55LF5500-TA
SAMSUNG ELECTRONICS,HG48AC670CW
SHARP,LC-70LE735X
SHARP,LC-32LE345X
Dick Smith,GE6930
RV Media,041740
TCL,L32B2600
JVC,LT-39N530Z
TCL,L40E3000F
Loewe,Individual 46 52402x41
RV Media,041738
VISION,VS32LEDDVDP2
LG,50UF830T-TA
LG,55EA970T-TA
SAMSUNG ELECTRONICS,HG32AC470GW
LG,55LB5820-TB
CONIA,CE4001FHDR
SAMSUNG ELECTRONICS,UA55H6400AW
GVA,G32TV15
SAMSUNG ELECTRONICS,UA32H6400AW
