Brand_Reg,Model_No
Changhong,LED22D1080DVW
KOGAN,KALED28DVDZA
SAMSUNG ELECTRONICS,UA60H6300AW 
SAMSUNG ELECTRONICS,UA32H6300AW
TEAC,LET3296HD
LG,55UF770T-TA
Palsonic,TFTV4355FL
SONIQ,E55S14A-AU
LG,42LX330C-TA
SAMSUNG ELECTRONICS,UA55H6300AW
LG,50LB6700-TA
LG,47LB7500-TE
Changhong,LED39C1000DV
TCL,L19T3510
HISENSE,40K20P
SAMSUNG ELECTRONICS,UA75H7000AW
TCL,L32B2610
SHARP,LC-90LE760X
RV Media,041739
LG,49UB850T-TA
JVC,LT-24ND33Z
LG,32LY750H-TA
GVA,GVAFLED32
KOGAN,KALED40XXXZA
LG,22MT45D
TCL,L23F3300V
TEAC,LET5096FHD
LG,55LY340C-TA
SAMSUNG ELECTRONICS,UA65H8000AW
TCL,L40B3800F
TCL,L40B2800F
TCL,L40B3700F
LG,32LB551B-TC
Viano,LEDTV47FHD3D
Philips,42PFL5008D/79
LG,50LB650V-TA
LG,84UB980T-TA
HISENSE,40K390PA
HISENSE,39K370
HISENSE,32D33
GVA,G22TV15
GVA,G22TDC15
TEAC,LES4272F3D
SAMSUNG ELECTRONICS,UA48H6500AN
HISENSE,50K370PG
SAMSUNG ELECTRONICS,UA55H8000AW
SAMSUNG ELECTRONICS,UA55HU9000W
KOGAN,KALED423DSMTZA
SHARP,LC-40LE265X-WH
SHARP,LC-40LE265X
HISENSE,50K390PAD
LG,50PA6500-TM
SAMSUNG ELECTRONICS,UA65HU8700W
LG,65UB980T-TA
LG,65LB5840-TA
JVC,LT-20N330Z
SAMSUNG ELECTRONICS,UA55HU8700W
LG,55LN549E-TA
SAMSUNG ELECTRONICS,UA40ES6200MXXY
SAMSUNG ELECTRONICS,UA32EH4000MXXY
SAMSUNG ELECTRONICS,UA19ES4000MXXY
SAMSUNG ELECTRONICS,PS64E550D1MXXY
Sphere,TS215LED
SAMSUNG ELECTRONICS,PA51H5000AW
SAMSUNG ELECTRONICS,UA24J4100AW
SAMSUNG ELECTRONICS,UA28J4100AW
HISENSE,HL50C10P
HISENSE,HL50K300PL
HISENSE,HL32K3163D
KOGAN,KALED32DVDZC
LG,60LB7500-TE
LG,55LB650V-TA
TEAC,LET6596FHD
TCL,U55H8800CDS
Changhong,3D55A7000i
Changhong,E24M755DV
SAMSUNG ELECTRONICS,UA32J4100AW
SONIQ,E55Z11A
SAMSUNG ELECTRONICS,HG48AC690DW
SAMSUNG ELECTRONICS,UA60ES8000MXXY
SAMSUNG ELECTRONICS,UA60ES6500MXXY
SAMSUNG ELECTRONICS,UA55ES6200MXXY
SAMSUNG ELECTRONICS,UA50H5000AW
TCL,L50E3800FS
TCL,L50S4700FS
SAMSUNG ELECTRONICS,UA50J5100AW
Changhong,LED42A6500i*
LG,22LT360C-TA
HISENSE,HL32K300L
LG,60PA6500-TM
LG,42PA4500-TM
LG,55LS5700-TB
KOGAN,KALED503DZA
VEON,V55FHD
KOGAN,KALED553DXZB
LG,42LX530S-TA
KOGAN,KALED32XXXZA
TEAC,LEV3292HD
TEAC,LEV2292FHD
Philips,32PHH5129/79
SAMSUNG ELECTRONICS,UA50HU7000W
SAMSUNG ELECTRONICS,UA40H5000AW
WINTAL,15LED14HD
SAMSUNG ELECTRONICS,UA85HU8500W
SAMSUNG ELECTRONICS,UA40H5303AW
Sony,KD-49X8300C
SAMSUNG ELECTRONICS,UA32H5000AW
HISENSE,65T810UAD
SAMSUNG ELECTRONICS,UA58H5200AW
KOGAN,KALED40XXXTB
SAMSUNG ELECTRONICS,UA75JU6400W
HISENSE,60K390PAG
LG,55EC930T-TA
LG,49UB820T-TH
Kogan,KALED28DVDVA
LG,55UB820T-TH
HISENSE,55K370PG
SHARP,LC-32LE155X
KOGAN,KALED40XXXZB
HISENSE,75T910UAD
SAMSUNG ELECTRONICS,UA55JS9000W
LG,47LY751H-TA
LG,32LY751H-TA
LG,42UB820T-TH
LG,42LY541H-TA
Sony,KDL-48W600B
BAUHN,ATV-40FHDED
VEON,V39FHDC
Changhong,LED40D1050DV
TCL,U65E5800FS
Sony,KDL-50W670A
SAMSUNG ELECTRONICS,PS64F8500AM
JVC,LT-40N530AA
Palsonic,TFTV5025FL
SAMSUNG ELECTRONICS,PS60F8500AM
SONY,KD-65X8500B
Sony,KDL-40W600B
Tecovision,LED22BFRWHBD
LG,43LX310C-TA
Sony,KDL-55W950B
Tecovision,LED19DHRBJBD
Audiosonic,TD2401
Palsonic,TFTV5825FL
Tecovision,LED22DFRBJBD
Tecovision,LED19DHRDBJBD
LG,32LX330C-TA
Sony,KDL-32R420B
Panasonic,TH-24A400A
SONY,KD-65X9500B
PHILIPS,42HFL7108D/12
Sony,KDL-55W800B
Sony,KDL-42W700B
Sony,KD-65X9300C
Seiki,SE22RSD01AUR
PHILIPS,47HFL7108D/12
SONY,KD-49X8500B
SONY,KD-55X8500B
SAMSUNG ELECTRONICS,UA78JS9500W
Changhong,LED40D1000
TCL,L42B3700F
Changhong,LED65C5500I
TCL,L40D2710F
TCL,L40D2700F
TCL,L50B2800F
SONY,KD-85X9500B
Sony,KD-65X8504A
KOGAN,KALED50XXXTA
Changhong,LED49D1000
Sony,KD-55X8500C
Bang & Olufsen,BeoVision Avant 55
TEAC,LET5596FHD
Bang & Olufsen,BeoVision Avant 85
TCL,U85H9500FDS
SHARP,LC-40LE460X
Hitachi,VC325000
Changhong,LED32C2100DV
Palsonic,TFTV806LED
Millennius,MLED65F03D3DS
Philips,50PFT6509/79
VEON,SRO9110
SONIQ,E40V14B-AU
Skyworth,39E36
TEAC,LEV48A1FHD
LG,49UF850T-TB
SAMSUNG ELECTRONICS,UA55HU7200W
SHARP,LC-32LE360X
Changhong,LED24D1000
LG,43LF6300-TA
LG,43LF5400-TB
Tecovision,LED24BFRDWHBD
WINTAL,7LED14HD
LG,60LF5600-TB
LG,60LF6300-TA
BAUHN,ATV-BA32DV2
LG,55LF6300-TA
LG,65UX340C-TA
HITACHI,VZ325000
TEAC,LES6572F3D
SONIQ,E40V14C-NZ
SONIQ,E40V14C-AU
SAMSUNG ELECTRONICS,UA48H5003AW
Panasonic,TH-42AS640A
Panasonic,TH-60AS800A
Panasonic,TH-60AS740A
Panasonic,TH-60AS700A
Panasonic,TH-55AS700A
Panasonic,TH-60A430A
Panasonic,TH-65AX800A
sunview,SA32ADEHDP
Panasonic,TH-L65WT600A
Panasonic,TH-L47WT60A
TOSHIBA,58L7300A
Panasonic,TH-32AS610A
Panasonic,TH-L55WT60A
Palsonic,TFTV4225FL
RV Media,041969
LG,55UX340C-TA
TEAC,LE5850FHD
TOSHIBA,50L7300A
TEAC,LEV3294HD
Palsonic,TFTV8055M
HISENSE,65K680UAD
PHILIPS,32HFL3010T/12
JVC,LT-32ND33A
Sony,KD-65X8500C
Seiki,SE65FS001AU
Dick Smith,GE7102
Dick Smith,GE7100
Dick Smith,GE6845
Dick Smith,GE6840
Dick Smith,GE6839
Dick Smith,GE6833
Dick Smith,GE6817
dick smith,GE6605
dick smith,GE6607
dick smith,GE6608
dick smith,GE4209
JVC,LT-50N530A
JVC,LT-40ND54A
Seiki,SE32HS001AU
Dick Smith,GE7103
PHILIPS,40HFL3009D/12
Palsonic,TFTV8070MW
Palsonic,TFTV578LED
Skyworth,42E38
VEON,SRO9106
VEON,SRO9107
Palsonic,TFTV804LED
Palsonic,TFTV478LED
KOGAN,KALED40XXXTA 
Viano,LEDTV48FHD
RV Media,042307
Dick Smith,GE6823
Medion,MD30678 AUS-A
SAMSUNG ELECTRONICS,UA78JU7500W
Skyworth,32E57
LG,42LY960H-TA
HITACHI,VZ405000
HITACHI,VC405000
Blaupunkt,BPV2415FHDW
Changhong,LED50C5000
SHARP,LC-32LE265X-WH
SHARP,LC-32LE265X
SAMSUNG ELECTRONICS,UA105S9WAW
Skyworth,32E360
PHILIPS,42HFL5107H/10
Palsonic,TFTV3920M
Palsonic,TFTV3920MW
Changhong,LED42C5000
BAUHN,ATV50-014
HITACHI,VZ505000
Palsonic,TFTV501UHD
LG,M2631D
LG,32LH220H-TA
HISENSE,HLUD65XT880
SAMSUNG ELECTRONICS,UA55JS8000W
Tecovision,LED32AFRLLBB
Palsonic,TFTV6085M
Palsonic,TFTV6085MW
HITACHI,DF4000
HITACHI,DF4000DV
HITACHI,DH3200
HITACHI,DH3200DV
SAMSUNG ELECTRONICS,UA60JU7000W
WINTAL,50LED15FHD
Tecovision,LED50AFRWKBD
LG,65UB930T-TA
Tecovision,LED32CHRWHBD
Tecovision,LED32CHRDWHBD
Tecovision,LED22BFRDWHBD
Tecovision,LED19BHRDWHBD
Loewe,Art 50 52436x85
Tecovision,LED19BHRWHBD
Loewe,Connect ID 46 DR+ 52464x44
SAMSUNG ELECTRONICS,HG32AD470SW
Loewe,Connect ID 40 DR+ 52463x44
LG,55LY755H-TA
SENZU,SU48SE-V14ANZ
SENZU,SU48SE-V14AAU
BEXA,BXE4814NZ
BEXA,BXE4814AU
SONIQ,S48V14A-NZ
SONIQ,S48V14A-AU
HISENSE,55K680UAD
PHILIPS,28HFL3009D/12
GVA,GVA18LEDC
TCL,U55E6700FDS-AU
TCL,U55E6700FDS
HISENSE,32K220W
Palsonic,TFTV4855FL
LG,43UF690T-TC
JVC,LT55N935A
HISENSE,40K220PW
Blaupunkt,BPV3215HDW
GVA,GVADLED32C-1
JVC,LT-32ND33Z
SONY,KD-79X9000B
SONY,KD-55X9000B
Seiki,SE65KS001AU
BAUHN,ATVS55-315
SONIQ,E42S14A-AU
Palsonic,TFTV700HL
Sony,KDL-50W700B
Philips,50PFH5129/79
Sony,KDL-50W800B
PHILIPS,55HFL5009D/12
Changhong,LED32D1000
Seiki,SE55KS001AU
KOGAN,KALED55UHDZC
VEON,V28DHD
BAUHN,ATV50F-415
PHILIPS,40HFL5009D/12
Philips,42PFT6509/79
HITACHI,VZ325100
FIRETAIL,LE-2416
SONIQ,S42V14A-AU
SONIQ,S42V14A-NZ
Loewe,Art 60 52437x85
KOGAN,KALED55UHDZB
KOGAN,KALED32XXXZC
TCL,L65E5510FDS-AU
Panasonic,TH-55AX670A
SONIQ,E42V14A-AU
SONIQ,E42V14A-NZ
LG,40UB800T-TB
Changhong,LED55C5000
HITACHI,VZ656100
KOGAN,KALED19DVDZA
TEAC,LEV24GD3FHD
TEAC,L236M8NTH4U
TEAC,L236G1NTF4U
TEAC,L236G1NTH4U
TEAC,L236M8DTF4U
TEAC,L236M8DTH4U
TEAC,L236G1DTF4U
TEAC,L236G1DTH4U
TEAC,L236M8NTF4U
Sony,KD-75X8500C
TEAC,LEV3994FHD
VEON,V48FHD
Palsonic,TFTV4955M
SAMSUNG ELECTRONICS,UA48H4200AW
HISENSE,42K320UW
Viano,LED22DFHD
SONIQ,S49VT15A-AU
SONIQ,S49V15A-AU
SONIQ,S49V15A-NZ
SONIQ,S49VT15A-NZ
Changhong,3D42B4500i
SHARP,LC-70LE360X
SHARP, 
SHARP,LC-60LE360X
SHARP,LC-40LE360X
SHARP,LC-80LE960X
SHARP,LC-39LE155X
Skyworth,50E36
Skyworth,40E360
PHILIPS,47HFL7009D/12
SONIQ,E49W13A-AU
SONIQ,E49W13A-NZ
KOGAN,KALED423DSMTZB
GVA,GVA15GLED
KOGAN,KALED19XXXZC
ONIX,ON4000DV
Palsonic,TFTV4227FL
NEONIQ,N3218CDVD
TEAC,LEV40GD3FHD
LG,55UF770V-TA
PHILIPS,32HFL5009D/12
PHILIPS,28HFL5009D/12
Dick Smith,GE6841
Dick Smith,GE6842
Dick Smith,GE6843
Dick Smith,GE6844
KOGAN,KALED19DVDVB 
PHILIPS,42HFL7009D/12
GVA,GVA39FHD
Loewe,Connect ID 55 DR+ 52465x44
SAMSUNG ELECTRONICS,UA55J6200AW
BEXA,BXE2313AU
BEXA,BXE2313NZ
LG,105UC9T-TA
GVA,GVA32HD1
AKAI,AK40FLEDC
Panasonic,TH-65AX900A
Changhong,LED32D1050
Panasonic,TH-85X940A
WINTAL,42LED15FHD
SAMSUNG ELECTRONICS,LH40EBDWLGU/XY
BAUHN,ATV40-014
AKAI,AK24FLEDC
Philips,55PFT6609/79
KOGAN,KALED32SMTZB
KOGAN,KALED16DVDZA
Sphere,185HDLEDA
SAMSUNG ELECTRONICS,LH48EBDWLGU/XY
Kogan,KALED19DVDVA
HITACHI,DF3200DV
LG,60UB820T-TH
LG,65EC970T-TA
LG,42LB650V-TA
HITACHI,DF2200
HITACHI,DF2200DV
JVC,LT-32N330A
Changhong,LED50C2000B
Dick Smith,GE6933
TEAC,LES5572F3D
LG,60UB850T-TA
DSE,GE6868
LG,42LB5820-TB
KOGAN,KALED55SMTZA
KOGAN,KALED50XXXZA
GVA,GVA22GLED
GVA,GVA22GLEDC
Philips,58PUT8509/79
KOGAN,KALED32XXXVA
SONIQ,S32V14A-AU
SONIQ,S32V14A-NZ
Philips,65PUT8609/79
LG,47LY960H-TA
LG,60LY960H-TA
LG,32LN549E-TA
PHILIPS,32HFL3009D/12
PHILIPS,32HFL3009W/12
Dick Smith,GE6870
SHARP,LC-40LE660X
Tecovision,LED22DFRDBJBD
Skyworth,42E510
TCL,L50E3020FS
SAMSUNG ELECTRONICS,UA65HU9000W
TCL,L39B2610
Tecovision,LED32BHRDLDBD
Sony,KDL-60W600B
SONIQ, E55W13A-AU
SONIQ, E55W13A-NZ
KOGAN,KALED65UHDZA
KOGAN,KALED42SMTZA
WINTAL,32LED15HD
BEXA,BXE3213AU
BEXA,BXE3213NZ
BEXA,LED63207-L1M1A
Hitachi,LE70EC04AUD
Changhong,LED32D1050DV
LG,43UF770V-TA
Blaupunkt,BP2212MHDV
Dick Smith,GE6880
Loewe,Individual 40 52401x41
Philips,65PFT6909/79
LG,98UB980T-TB
SAMSUNG ELECTRONICS,LH48RMDWLGU/XY
PHILIPS,24HFL3009W/12
PHILIPS,24HFL3009D/12
LG,84LM9600-TA
Seiki,SE55FS001AU
JVC,LT-55N540Z
Palsonic,TFTV5585MW
Palsonic,TFTV5585M
Seiki,SE40FS001AU
GVA,GVADLED32C
senzu,SU32SE-W13AAU
senzu,SU32SE-W13ANZ
PHILIPS,22HFL3008D/12
LG,24MT47D
Seiki,SE24FSD01AU
Changhong,LED24C1000DV
HISENSE,32K370
SAMSUNG ELECTRONICS,UA40JU6400W
SHARP,LC-50LE460X
LG,22LY330C-TA
Millennius,MLED84B02D
LG,77EG970T-TA
RANK ARENA,SV-2101SDVD
LG,28LY330C-TA
LG,22LT650H-TA
HISENSE,HL65XT780PZLN3D
HISENSE,55K20PG
PHILIPS,48HFL5009D/12
Panasonic,TH-50A430A
Sony,KDL-55W800C
HITACHI,VC326000
SHARP,LC-70LE650X
SONIQ,E48W13A-AU
SONIQ,E48W13A-NZ
LG,60LX341C-TA
LG,60LF631V-TB
Dick Smith,GE6878
SONIQ,E32W13D-AU
SONIQ,E32W13D-NZ
LG,70UF770V-TA
Blaupunkt,BP5040UHD
Panasonic,TH-L60DT60A
HITACHI,VZ506000
GVA,GVAPLED19
GVA,GVAPLEDC19
KOGAN,KALED42UHDZA
LG,40LF631V-TB
Blaupunkt,BP5020FHD
TCL,L26E4100B
TCL,L26E4100W
TCL,L26E4100G
TCL,L26E4100P
LG,55EA9800-TA
KOGAN,KALED24XXXZC
LG,49LF631V-TB
KOGAN,KALED24DVDZC
LG,55LF631V-TB
HITACHI,VZ604000
LG,55UF950T-TA
SHARP,LC-55LE460X
Sphere,TS236LEDA
SONIQ,E40W13A-NZ
SONIQ,E32W13A-NZ
Changhong,LED32D1080DVW
JVC,LT-32N350A
Orion,32MT6000
LG,55LY960H-TA
LG,32LY541H-TA
Sony,KDL-40R550C
KOGAN,KALED28DVDZB
SAMSUNG ELECTRONICS,UA48JU7500W
Sony,KDL-50W800C
Panasonic,TH-40A400A
LG,55UF850T-TB
HITACHI,VC245000
HITACHI,DF2400DV
SONIQ,E32W13A-AU
Philips,42PFH5129/79
SAMSUNG ELECTRONICS,UA40H6400AW
LG,65UF850T-TB
KOGAN,KALED55XXXZA
Blaupunkt,BP2220FHD
KOGAN,KALED32DVDVA
SAMSUNG ELECTRONICS,LH40RMDWLGU/XY
LG,79UG880T-TA
KOGAN,KALED553DSMTZB
sunview,SA28ADEHDP
LG,28LN4500
KOGAN,KALED24XXXVB
LG,28MN30D
SONIQ,U42V14B-NZ
SONIQ,U42V14B-AU
Palsonic,TFTV5555M
TEAC,LEV40A1FHD
LG,50LB5820-TB
Changhong,LED32C2100S
BAUHN,ATV32H-014
SONIQ,S40V14A-NZ
SONIQ,S40V14A-AU
Palsonic,TFTV6055MW
Palsonic,TFTV6055M
Changhong,LED55C2000B
HITACHI,VC406000
Dick Smith,GE6932
Dick Smith,GE6877
SONIQ,U58V14A-NZ
SONIQ,U58V14A-AU
JVC,LT-55N547A
SAMSUNG ELECTRONICS,UA48H6800AW
SAMSUNG ELECTRONICS,UA48H6800AS
HISENSE,50K320UW
LG,55LM6410-TB
Blaupunkt,BP3940FHDV
LG,55LM6700-TA
Changhong,LED55C2000A
Changhong,LED55C2000
Sphere,TS195LEDA
Sony,KDL-75W850C
LG,55LB6500-TH
WINTAL,24LED14FHD
Dick Smith,GE6987
Sony,KDL-65W950B
Blaupunkt,BP3941FHD
SAMSUNG ELECTRONICS,HG40AD670CW
KOGAN,KALED553DSMTZA
Tandy,GE6922
Tandy,GE6923
KOGAN,KALED32GFCA
Sony,KDL-43W800C
KOGAN,KALED423DXZA
LG,60UF850T-TB
SAMSUNG ELECTRONICS,UA32H4000AW
Panasonic,TH-55CS610A
LG,65UF950T-TA
Panasonic,TH-40CS610A
VISION,VS32LEDDVDPZ
KOGAN,KALED55XXXZB
Palsonic,TFTV8075MW
Palsonic,TFTV8075M
Panasonic,TH-50CS650A
Panasonic,TH-40CS650A
Viano,LEDTV49FHD
LG,32LF6300-TA
VISION,VS26LEDDVDP
Panasonic,TH-55CS650A
LG,55LB7500-TE
SAMSUNG ELECTRONICS,UA40J5100AW
Panasonic,TH-50CS610A
LG,22MT57D
BAUHN,ATV185-014
JVC,LT-32ND35A
Panasonic,TH-40C400A
BEXA,BXE5013AU
SAMSUNG ELECTRONICS,HG32AD670AW
JVC,LT-50N550A
Panasonic,TH-32C400A
JVC,LT-40N550A
SAMSUNG ELECTRONICS,UA85JU7000W
Blaupunkt,BP5520FHD
AKAI,AK32LEDC
Bang & Olufsen,BeoVision Avant 75
Blaupunkt,BP4021FHDV
LG,49UF770T-TA
LG,49LF6300-TA
LG,65LF6300-TA
SAMSUNG ELECTRONICS,HG40AD470BW
SAMSUNG ELECTRONICS,HG40AD450BW
LG,32LF550B-TA
LG,32LF560B-TB
SAMSUNG ELECTRONICS,HG48AD670CW
LG,60UF770T-TA
LG,65UG870T-TA
LG,49LX341C-TA
JVC,LT-48N540P
Skyworth,32E3000
KOGAN,KALED24XXXVA
LG,55LX341C-TA
Panasonic,TH-60CX700A
PHILIPS,24HFL3010T/12
SAMSUNG ELECTRONICS,UA40J5500AW
SONIQ,U55TX14A-NZ
SONIQ,U55TX14A-AU
SAMSUNG ELECTRONICS,UA50JU7000W
VEON,SRO9104
SAMSUNG ELECTRONICS,UA48JU6000S
SAMSUNG ELECTRONICS,UA48JU6000W
SAMSUNG ELECTRONICS,UA60J6200AW
Dick Smith,GE6982
SAMSUNG ELECTRONICS,UA65JS8000W
Loewe,Art 40 52435x85
SONIQ,E32W13B-AU
SAMSUNG ELECTRONICS,UA48H6300AW
LG,42LB5610-TC
SAMSUNG ELECTRONICS,UA55H7000AW
SAMSUNG ELECTRONICS,UA48H5000AW
Sony,KDL-42W800B
SAMSUNG ELECTRONICS,UA48H6400AW
HISENSE,40K370P
LG,40LF6300-TA
VEON,SRO9108
SAMSUNG ELECTRONICS,UA65JU6600W
TEAC,LEV2294FHD
PENDO,PNDLHDU18
SAMSUNG ELECTRONICS,UA65JS9500W
LG,42LB6500-TH
Panasonic,TH-42AS700A
HISENSE,55K390PAD
Panasonic,TH-50AS640A
Panasonic,TH-50AS700A
SONIQ,E40V14A-AU
SONIQ,E40V14A-NZ
SONIQ,E40V14A-AU
SONIQ,E40V14A-NZ
SONIQ,E47S14A-AU
SAMSUNG ELECTRONICS,UA65JU7000W
SAMSUNG ELECTRONICS,UA60JU6400W
Viano,LEDTV60FHD
SONIQ,S55V14B-AU
SONIQ,S55V14B-NZ
Panasonic,TH-32A400A
Panasonic,TH-42A400A
Panasonic,TH-55AS670A
LG,49UF770V-TA
Panasonic,TH-55AS740A
Panasonic,TH-55AS800A
Panasonic,TH-58AX800A
Panasonic,TH-60AS640A
SAMSUNG ELECTRONICS,UA40H6300AW
SAMSUNG ELECTRONICS,UA55H6800AW
SAMSUNG ELECTRONICS,UA55H6800AS
SAMSUNG ELECTRONICS,UA55H6800
SAMSUNG ELECTRONICS,UA55HU8500W
LG,79UF950T-TA
SAMSUNG ELECTRONICS,UA60H7000AW
LG,70UF770T-TA
Teco,LED22EFRTBBF
SAMSUNG ELECTRONICS,UA48JU6600W
SAMSUNG ELECTRONICS,UA65HU7200W
SAMSUNG ELECTRONICS,UA75H6400AW
SAMSUNG ELECTRONICS,UA40J6200AW
LG,65EG960T-TA
SAMSUNG ELECTRONICS,UA65JU7500W
SAMSUNG ELECTRONICS,UA50JU6400W
SAMSUNG ELECTRONICS,UA75JU7000W
SAMSUNG ELECTRONICS,UA65JS9000W
SAMSUNG ELECTRONICS,UA55JU6400W
LG,43UF770T-TA
HISENSE,32D50
SAMSUNG ELECTRONICS,UA55JU7500W
LG,55EG960T-TA
LG,32LX530H-TA
SAMSUNG ELECTRONICS,UA50J5500AW
SAMSUNG ELECTRONICS,UA55JU7000W
HISENSE,50K220PW
KOGAN,KALED50XXXZB
Dick Smith,GE6980
Dick Smith,GE6983
LG,79UF770T-TA
Teco,LED32EHRDTEBF
Dick Smith,GE6981
Teco,LED22EFRDTBBF
PHILIPS,28HFL5010T/12
PHILIPS,28HFL3010T/12
TCL,U85H9510FDS
HITACHI,VZ435100
SAMSUNG ELECTRONICS,UA65JU6400W
HITACHI,VZ436100
JVC,LT-42N530P
Dick Smith,GE6985
RV Media,042701
Panasonic,TH-55CX740A
Panasonic,TH-55CX700A
Panasonic,TH-65CX740A
Panasonic,TH-65CX700A
Panasonic,TH-65CX640A
Panasonic,TH-55CX640A
TCL,L32E3800S
TCL,L32S4700S
TEAC,LEV32A1HD
TEAC,LEV32GD3HD
TCL,L50D2710F
TCL,L50D2700F
RV Media,042419
TCL,L32*2**0
Tandy,GE6925
LG,49UF680T-TA
LG,79UF770T-TB
Loewe,Connect 40 54445x50
LG,55UF680T-TA
Teco,LED32EHRTEBF
Tandy,GE6924
SAMSUNG ELECTRONICS,HG40AD590BW
SAMSUNG ELECTRONICS,HG65AD890UK
LG,65UF770V-TA
RV Media,042702
LG,65LX341C-TA
SAMSUNG ELECTRONICS,UA48J6200AW
LG,60LF630V-TA
SAMSUNG ELECTRONICS,HG32AD590HW
TCL,L40E3800FS
TCL,L40S4700FS
PHILIPS,24HFL3010W/12
Teco,LED19EHRDTBBF
PHILIPS,48HFL5010T/12
LG,65UF680T-TA
KOGAN,KALED32DVDZD
LG,49LX310C-TA
KOGAN,KALED55UHDZD
Palsonic,TFTV4255M
Panasonic,TH-55CX800A
Changhong,LED19D2200DV
Pendo,PNDLFHU48
Palsonic,TFTV5855FL
KOGAN,KALED40XXXZC
TCL,U55H9600CDS
Loewe,Art 55 UHD 54459x80
LG,60UF770T-TD
LG,49UF690T-TC
BAUHN,ATVU42-515
Pendo,PNDLFHTU23
VEON,V55FHD1
Loewe,Connect 55 54443x50
TCL,L55B**00F
Loewe,Art 40 54457x80
SAMSUNG ELECTRONICS,HG40AD690DW
SAMSUNG ELECTRONICS,HG48AD690DW
HISENSE,32D36
Sony,KD-75X9400C
Panasonic,TH-65CX800A
TCL,U55E5800FS
SAMSUNG ELECTRONICS,HG55AD890UK
SAMSUNG ELECTRONICS,UA55JU6000W
TCL,L20D2710
TCL,L20D2700
PHILIPS,40HFL5010T/12
Changhong,LED49D2300I
Pendo,PNDLFHDU21BLU
Pendo,PNDLFHDU21PNK
TCL,U65H8800CDS
Changhong,LED32D2200
